ADMINISTRADORA;TIPO CARTAO;PARCELAMENTO;DATA DA VENDA;DATA RECEBIMENTO; VALOR ;BANDEIRA;PARCELAS;LANCAMENTO;CNPJ
CIELO;CREDITO;PARCELADO;01/12/2016;01/03/2017;58,72;MASTERCARD          ;3/4;27756883;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;31/03/2017;58,72;MASTERCARD          ;4/4;27756884;1,71704E+13
CIELO;DEBITO ;AVISTA   ;01/12/2016;02/12/2016;210,00;VISA ELECTRON;1/1;27756892;1,71704E+13
CIELO;CREDITO;AVISTA   ;01/12/2016;02/01/2017;74,96;MASTERCARD          ;1/1;27756895;1,71704E+13
CIELO;CREDITO;AVISTA   ;01/12/2016;02/01/2017;9,96;MASTERCARD          ;1/1;27756897;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;30/01/2017;33,32;MASTERCARD          ;2/3;27753424;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;01/03/2017;33,32;MASTERCARD          ;3/3;27753425;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;02/01/2017;33,32;MASTERCARD          ;1/3;27754049;1,71704E+13
CIELO;CREDITO;AVISTA   ;01/12/2016;02/01/2017;17,96;MASTERCARD          ;1/1;27756909;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;02/01/2017;49,99;MASTERCARD          ;1/4;27756923;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;30/01/2017;49,99;MASTERCARD          ;2/4;27756924;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;01/03/2017;49,99;MASTERCARD          ;3/4;27756925;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;31/03/2017;49,99;MASTERCARD          ;4/4;27756926;1,71704E+13
CIELO;CREDITO;AVISTA   ;01/12/2016;02/01/2017;29,96;VISA                ;1/1;27756939;1,71704E+13
CIELO;CREDITO;AVISTA   ;01/12/2016;02/01/2017;19,92;VISA                ;1/1;27756943;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;02/01/2017;29,98;VISA                ;1/2;27756945;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;30/01/2017;29,98;VISA                ;2/2;27756946;1,71704E+13
CIELO;DEBITO ;AVISTA   ;01/12/2016;02/12/2016;64,96;VISA ELECTRON;1/1;27756948;1,71704E+13
CIELO;DEBITO ;AVISTA   ;01/12/2016;02/12/2016;59,96;MAESTRO             ;1/1;27756952;1,71704E+13
CIELO;CREDITO;AVISTA   ;01/12/2016;02/01/2017;29,96;MASTERCARD          ;1/1;27756968;1,71704E+13
CIELO;CREDITO;AVISTA   ;01/12/2016;02/01/2017;129,92;VISA                ;1/1;27756977;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;02/01/2017;44,98;VISA                ;1/2;27756985;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;30/01/2017;44,98;VISA                ;2/2;27756986;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;02/01/2017;49,99;MASTERCARD          ;1/4;27756993;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;30/01/2017;49,99;MASTERCARD          ;2/4;27756995;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;01/03/2017;49,99;MASTERCARD          ;3/4;27756996;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;31/03/2017;49,99;MASTERCARD          ;4/4;27756997;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;02/01/2017;24,96;VISA                ;1/2;27757002;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;30/01/2017;24,96;VISA                ;2/2;27757003;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;02/01/2017;24,96;MASTERCARD          ;1/2;27757029;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;30/01/2017;24,96;MASTERCARD          ;2/2;27757030;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;02/01/2017;47,49;MASTERCARD          ;1/4;27757031;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;30/01/2017;47,49;MASTERCARD          ;2/4;27757032;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;01/03/2017;47,49;MASTERCARD          ;3/4;27757033;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;31/03/2017;47,49;MASTERCARD          ;4/4;27757034;1,71704E+13
CIELO;CREDITO;AVISTA   ;01/12/2016;02/01/2017;59,96;AMEX                ;1/1;27757036;1,71704E+13
CIELO;DEBITO ;AVISTA   ;01/12/2016;02/12/2016;29,96;MAESTRO             ;1/1;27757057;1,71704E+13
CIELO;CREDITO;AVISTA   ;01/12/2016;02/01/2017;39,96;VISA                ;1/1;27757060;1,71704E+13
CIELO;DEBITO ;AVISTA   ;01/12/2016;02/12/2016;79,96;MAESTRO             ;1/1;27757067;1,71704E+13
CIELO;DEBITO ;AVISTA   ;01/12/2016;02/12/2016;159,96;MAESTRO             ;1/1;27757090;1,71704E+13
CIELO;DEBITO ;AVISTA   ;01/12/2016;02/12/2016;19,96;MAESTRO             ;1/1;27757103;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;02/01/2017;134,90;VISA                ;1/4;27757110;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;30/01/2017;134,90;VISA                ;2/4;27757111;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;01/03/2017;134,90;VISA                ;3/4;27757112;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;31/03/2017;134,90;VISA                ;4/4;27757113;1,71704E+13
CIELO;CREDITO;AVISTA   ;01/12/2016;02/01/2017;99,92;VISA                ;1/1;27757133;1,71704E+13
CIELO;CREDITO;AVISTA   ;01/12/2016;02/01/2017;49,96;VISA;1/1;27757135;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;02/01/2017;27,49;VISA                ;1/4;27757157;1,71704E+13
CIELO;CREDITO;AVISTA   ;01/12/2016;02/01/2017;49,96;MASTERCARD          ;1/1;27757158;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;30/01/2017;27,49;VISA                ;2/4;27757159;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;01/03/2017;27,49;VISA                ;3/4;27757160;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;31/03/2017;27,49;VISA                ;4/4;27757161;1,71704E+13
CIELO;CREDITO;AVISTA   ;01/12/2016;02/01/2017;39,92;VISA                ;1/1;27757165;1,71704E+13
CIELO;DEBITO ;AVISTA   ;01/12/2016;02/12/2016;104,88;VISA ELECTRON;1/1;27757166;1,71704E+13
CIELO;CREDITO;AVISTA   ;01/12/2016;02/01/2017;99,92;VISA                ;1/1;27757167;1,71704E+13
CIELO;DEBITO ;AVISTA   ;01/12/2016;02/12/2016;79,96;MAESTRO             ;1/1;27757177;1,71704E+13
CIELO;DEBITO ;AVISTA   ;01/12/2016;02/12/2016;109,96;MAESTRO             ;1/1;27757190;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;02/01/2017;67,48;MASTERCARD          ;1/4;27757205;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;30/01/2017;67,48;MASTERCARD          ;2/4;27757206;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;01/03/2017;67,48;MASTERCARD          ;3/4;27757208;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;31/03/2017;67,48;MASTERCARD          ;4/4;27757209;1,71704E+13
CIELO;DEBITO ;AVISTA   ;01/12/2016;02/12/2016;20,00;MAESTRO             ;1/1;27757217;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;02/01/2017;99,94;MASTERCARD          ;1/2;27757218;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;30/01/2017;99,94;MASTERCARD          ;2/2;27757219;1,71704E+13
CIELO;DEBITO ;AVISTA   ;01/12/2016;02/12/2016;65,81;MAESTRO             ;1/1;27757226;1,71704E+13
CIELO;DEBITO ;AVISTA   ;01/12/2016;02/12/2016;19,92;MAESTRO             ;1/1;27757232;1,71704E+13
CIELO;DEBITO ;AVISTA   ;01/12/2016;02/12/2016;59,92;MAESTRO             ;1/1;27757236;1,71704E+13
CIELO;DEBITO ;AVISTA   ;01/12/2016;02/12/2016;59,92;MAESTRO             ;1/1;27757246;1,71704E+13
CIELO;DEBITO ;AVISTA   ;01/12/2016;02/12/2016;19,96;MAESTRO             ;1/1;27757262;1,71704E+13
CIELO;CREDITO;AVISTA   ;01/12/2016;02/01/2017;39,96;VISA                ;1/1;27757276;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;02/01/2017;19,98;MASTERCARD          ;1/2;27757291;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;30/01/2017;19,98;MASTERCARD          ;2/2;27757292;1,71704E+13
CIELO;CREDITO;AVISTA   ;01/12/2016;02/01/2017;39,96;VISA                ;1/1;27757294;1,71704E+13
CIELO;CREDITO;AVISTA   ;01/12/2016;02/01/2017;79,96;VISA                ;1/1;27757299;1,71704E+13
CIELO;DEBITO ;AVISTA   ;01/12/2016;02/12/2016;89,96;MAESTRO             ;1/1;27757317;1,71704E+13
CIELO;DEBITO ;AVISTA   ;01/12/2016;02/12/2016;79,96;MAESTRO             ;1/1;27757318;1,71704E+13
CIELO;CREDITO;AVISTA   ;01/12/2016;02/01/2017;59,96;VISA                ;1/1;27757321;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;02/01/2017;39,98;VISA                ;1/2;27757323;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;30/01/2017;39,98;VISA                ;2/2;27757325;1,71704E+13
CIELO;CREDITO;AVISTA   ;01/12/2016;02/01/2017;59,96;MASTERCARD          ;1/1;27757326;1,71704E+13
CIELO;DEBITO ;AVISTA   ;01/12/2016;02/12/2016;9,96;VISA ELECTRON;1/1;27757332;1,71704E+13
CIELO;CREDITO;AVISTA   ;01/12/2016;02/01/2017;99,96;VISA                ;1/1;27757334;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;02/01/2017;24,98;MASTERCARD          ;1/2;27757348;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;30/01/2017;24,98;MASTERCARD          ;2/2;27757350;1,71704E+13
CIELO;CREDITO;AVISTA   ;01/12/2016;02/01/2017;49,96;VISA                ;1/1;27757382;1,71704E+13
CIELO;DEBITO ;AVISTA   ;01/12/2016;02/12/2016;39,96;MAESTRO             ;1/1;27757384;1,71704E+13
CIELO;CREDITO;AVISTA   ;01/12/2016;02/01/2017;19,96;VISA                ;1/1;27757408;1,71704E+13
CIELO;DEBITO ;AVISTA   ;01/12/2016;02/12/2016;39,92;VISA ELECTRON;1/1;27757412;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;02/01/2017;39,97;VISA                ;1/4;27757420;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;30/01/2017;39,97;VISA                ;2/4;27757421;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;01/03/2017;39,97;VISA                ;3/4;27757422;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;31/03/2017;39,97;VISA                ;4/4;27757424;1,71704E+13
CIELO;CREDITO;AVISTA   ;01/12/2016;02/01/2017;159,96;VISA                ;1/1;27757433;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;02/01/2017;82,48;MASTERCARD          ;1/4;27757436;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;30/01/2017;82,48;MASTERCARD          ;2/4;27757437;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;01/03/2017;82,48;MASTERCARD          ;3/4;27757438;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;31/03/2017;82,48;MASTERCARD          ;4/4;27757439;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;30/01/2017;33,32;MASTERCARD          ;2/3;27754050;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;01/03/2017;33,32;MASTERCARD          ;3/3;27754051;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;02/01/2017;33,32;MASTERCARD          ;1/3;27754168;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;30/01/2017;33,32;MASTERCARD          ;2/3;27754169;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;01/03/2017;33,32;MASTERCARD          ;3/3;27754170;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;02/01/2017;33,32;VISA                ;1/3;27756494;1,71704E+13
CIELO;CREDITO;AVISTA   ;01/12/2016;02/01/2017;59,96;VISA                ;1/1;27757465;1,71704E+13
CIELO;CREDITO;AVISTA   ;01/12/2016;02/01/2017;9,96;MASTERCARD          ;1/1;27757476;1,71704E+13
CIELO;DEBITO ;AVISTA   ;01/12/2016;02/12/2016;49,96;MAESTRO             ;1/1;27757483;1,71704E+13
CIELO;DEBITO ;AVISTA   ;01/12/2016;02/12/2016;99,96;MAESTRO             ;1/1;27757485;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;02/01/2017;55,73;MASTERCARD          ;1/4;27757488;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;30/01/2017;55,73;MASTERCARD          ;2/4;27757490;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;01/03/2017;55,73;MASTERCARD          ;3/4;27757491;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;31/03/2017;55,73;MASTERCARD          ;4/4;27757492;1,71704E+13
CIELO;DEBITO ;AVISTA   ;01/12/2016;02/12/2016;49,96;MAESTRO             ;1/1;27757493;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;02/01/2017;29,98;VISA                ;1/2;27757505;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;30/01/2017;29,98;VISA                ;2/2;27757506;1,71704E+13
CIELO;DEBITO ;AVISTA   ;01/12/2016;02/12/2016;19,92;VISA ELECTRON;1/1;27757513;1,71704E+13
CIELO;CREDITO;AVISTA   ;01/12/2016;02/01/2017;9,96;VISA                ;1/1;27757522;1,71704E+13
CIELO;CREDITO;AVISTA   ;01/12/2016;02/01/2017;59,96;VISA                ;1/1;27757526;1,71704E+13
CIELO;CREDITO;AVISTA   ;01/12/2016;02/01/2017;139,92;VISA                ;1/1;27757537;1,71704E+13
CIELO;CREDITO;AVISTA   ;01/12/2016;02/01/2017;300,00;VISA                ;1/1;27757545;1,71704E+13
CIELO;DEBITO ;AVISTA   ;01/12/2016;02/12/2016;24,80;MASTERCARD          ;1/1;27757551;1,71704E+13
CIELO;DEBITO ;AVISTA   ;01/12/2016;02/12/2016;54,96;VISA ELECTRON;1/1;27757563;1,71704E+13
CIELO;CREDITO;AVISTA   ;01/12/2016;02/01/2017;54,96;VISA                ;1/1;27757565;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;02/01/2017;74,98;MASTERCARD          ;1/2;27757567;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;30/01/2017;74,98;MASTERCARD          ;2/2;27757568;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;02/01/2017;50,00;MASTERCARD          ;1/2;27757571;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;30/01/2017;50,00;MASTERCARD          ;2/2;27757573;1,71704E+13
CIELO;CREDITO;AVISTA   ;01/12/2016;02/01/2017;19,96;VISA                ;1/1;27757590;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;02/01/2017;33,32;VISA                ;1/3;27757634;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;30/01/2017;33,32;VISA                ;2/3;27757635;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;01/03/2017;33,32;VISA                ;3/3;27757637;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;02/01/2017;59,98;VISA                ;1/2;27757604;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;30/01/2017;59,98;VISA                ;2/2;27757605;1,71704E+13
CIELO;CREDITO;AVISTA   ;01/12/2016;02/01/2017;50,04;VISA                ;1/1;27757607;1,71704E+13
CIELO;DEBITO ;AVISTA   ;01/12/2016;02/12/2016;9,96;VISA ELECTRON;1/1;27757612;1,71704E+13
CIELO;CREDITO;AVISTA   ;01/12/2016;02/01/2017;69,96;VISA                ;1/1;27757616;1,71704E+13
CIELO;CREDITO;AVISTA   ;01/12/2016;02/01/2017;104,92;VISA                ;1/1;27757625;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;02/01/2017;29,98;MASTERCARD          ;1/2;27757631;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;30/01/2017;29,98;MASTERCARD          ;2/2;27757633;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;02/01/2017;33,32;MASTERCARD          ;1/3;27760316;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;30/01/2017;33,32;MASTERCARD          ;2/3;27760318;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;01/03/2017;33,32;MASTERCARD          ;3/3;27760319;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;02/01/2017;29,99;MASTERCARD          ;1/4;27757645;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;30/01/2017;29,99;MASTERCARD          ;2/4;27757646;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;01/03/2017;29,99;MASTERCARD          ;3/4;27757647;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;31/03/2017;29,99;MASTERCARD          ;4/4;27757648;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;02/01/2017;37,49;MASTERCARD          ;1/4;27757674;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;30/01/2017;37,49;MASTERCARD          ;2/4;27757675;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;01/03/2017;37,49;MASTERCARD          ;3/4;27757676;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;31/03/2017;37,49;MASTERCARD          ;4/4;27757677;1,71704E+13
CIELO;DEBITO ;AVISTA   ;01/12/2016;02/12/2016;69,96;MAESTRO             ;1/1;27757678;1,71704E+13
CIELO;CREDITO;AVISTA   ;01/12/2016;02/01/2017;199,92;VISA                ;1/1;27757689;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;02/01/2017;24,96;MASTERCARD          ;1/4;27757690;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;30/01/2017;24,96;MASTERCARD          ;2/4;27757691;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;01/03/2017;24,96;MASTERCARD          ;3/4;27757693;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;31/03/2017;24,96;MASTERCARD          ;4/4;27757694;1,71704E+13
CIELO;DEBITO ;AVISTA   ;01/12/2016;02/12/2016;15,92;MASTERCARD          ;1/1;27757703;1,71704E+13
CIELO;DEBITO ;AVISTA   ;01/12/2016;02/12/2016;59,92;MAESTRO             ;1/1;27757705;1,71704E+13
CIELO;CREDITO;AVISTA   ;01/12/2016;02/01/2017;29,96;VISA                ;1/1;27757708;1,71704E+13
CIELO;DEBITO ;AVISTA   ;01/12/2016;02/12/2016;39,96;VISA ELECTRON;1/1;27757720;1,71704E+13
CIELO;DEBITO ;AVISTA   ;01/12/2016;02/12/2016;69,96;VISA ELECTRON;1/1;27757738;1,71704E+13
CIELO;DEBITO ;AVISTA   ;01/12/2016;02/12/2016;29,96;MAESTRO             ;1/1;27757753;1,71704E+13
CIELO;CREDITO;AVISTA   ;01/12/2016;02/01/2017;29,96;MASTERCARD          ;1/1;27757770;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;02/01/2017;39,98;VISA                ;1/2;27757788;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;30/01/2017;39,98;VISA                ;2/2;27757789;1,71704E+13
CIELO;DEBITO ;AVISTA   ;01/12/2016;02/12/2016;69,96;MAESTRO             ;1/1;27757791;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;02/01/2017;24,98;MASTERCARD          ;1/2;27757809;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;30/01/2017;24,98;MASTERCARD          ;2/2;27757810;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;30/01/2017;33,33;MASTERCARD          ;2/3;27758146;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;01/03/2017;33,33;MASTERCARD          ;3/3;27758148;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;02/01/2017;33,34;MASTERCARD          ;1/3;27758145;1,71704E+13
CIELO;CREDITO;AVISTA   ;01/12/2016;02/01/2017;99,80;MASTERCARD          ;1/1;27757834;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;02/01/2017;75,40;MASTERCARD          ;1/2;27757847;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;30/01/2017;75,40;MASTERCARD          ;2/2;27757848;1,71704E+13
CIELO;DEBITO ;AVISTA   ;01/12/2016;02/12/2016;177,00;MASTERCARD          ;1/1;27757849;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;02/01/2017;39,99;MASTERCARD          ;1/4;27757855;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;30/01/2017;39,99;MASTERCARD          ;2/4;27757856;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;01/03/2017;39,99;MASTERCARD          ;3/4;27757857;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;31/03/2017;39,99;MASTERCARD          ;4/4;27757859;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;02/01/2017;52,84;MASTERCARD          ;1/4;27757862;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;30/01/2017;52,84;MASTERCARD          ;2/4;27757863;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;01/03/2017;52,84;MASTERCARD          ;3/4;27757864;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;31/03/2017;52,84;MASTERCARD          ;4/4;27757866;1,71704E+13
CIELO;CREDITO;AVISTA   ;01/12/2016;02/01/2017;9,96;MASTERCARD          ;1/1;27757875;1,71704E+13
CIELO;DEBITO ;AVISTA   ;01/12/2016;02/12/2016;9,96;MAESTRO             ;1/1;27757888;1,71704E+13
CIELO;DEBITO ;AVISTA   ;01/12/2016;02/12/2016;69,96;VISA ELECTRON;1/1;27757896;1,71704E+13
CIELO;CREDITO;AVISTA   ;01/12/2016;02/01/2017;99,92;VISA                ;1/1;27757899;1,71704E+13
CIELO;DEBITO ;AVISTA   ;01/12/2016;02/12/2016;39,96;MAESTRO             ;1/1;27757900;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;30/01/2017;36,62;VISA                ;2/3;27756800;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;01/03/2017;36,62;VISA                ;3/3;27756801;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;02/01/2017;36,62;VISA                ;1/3;27762269;1,71704E+13
CIELO;DEBITO ;AVISTA   ;01/12/2016;02/12/2016;29,96;MAESTRO             ;1/1;27757919;1,71704E+13
CIELO;DEBITO ;AVISTA   ;01/12/2016;02/12/2016;39,96;MAESTRO             ;1/1;27757926;1,71704E+13
CIELO;CREDITO;AVISTA   ;01/12/2016;02/01/2017;59,96;VISA                ;1/1;27757944;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;02/01/2017;37,44;MASTERCARD          ;1/4;27757951;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;30/01/2017;37,46;MASTERCARD          ;2/4;27757952;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;01/03/2017;37,46;MASTERCARD          ;3/4;27757953;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;31/03/2017;37,46;MASTERCARD          ;4/4;27757954;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;02/01/2017;49,98;MASTERCARD          ;1/2;27757970;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;30/01/2017;49,98;MASTERCARD          ;2/2;27757971;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;02/01/2017;59,98;MASTERCARD          ;1/2;27757972;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;30/01/2017;59,98;MASTERCARD          ;2/2;27757973;1,71704E+13
CIELO;DEBITO ;AVISTA   ;01/12/2016;02/12/2016;19,96;MAESTRO             ;1/1;27757974;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;02/01/2017;79,98;MASTERCARD          ;1/2;27757979;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;30/01/2017;79,98;MASTERCARD          ;2/2;27757980;1,71704E+13
CIELO;DEBITO ;AVISTA   ;01/12/2016;02/12/2016;59,96;MAESTRO             ;1/1;27757993;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;30/01/2017;36,63;VISA                ;2/3;27762270;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;01/03/2017;36,63;VISA                ;3/3;27762271;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;02/01/2017;36,64;VISA                ;1/3;27756798;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;02/01/2017;84,96;MASTERCARD          ;1/2;27758008;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;30/01/2017;84,96;MASTERCARD          ;2/2;27758009;1,71704E+13
CIELO;DEBITO ;AVISTA   ;01/12/2016;02/12/2016;19,96;MAESTRO             ;1/1;27758024;1,71704E+13
CIELO;CREDITO;AVISTA   ;01/12/2016;02/01/2017;19,96;VISA                ;1/1;27758031;1,71704E+13
CIELO;DEBITO ;AVISTA   ;01/12/2016;02/12/2016;79,84;MAESTRO             ;1/1;27758037;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;02/01/2017;39,97;VISA                ;1/4;27758044;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;30/01/2017;39,97;VISA                ;2/4;27758046;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;01/03/2017;39,97;VISA                ;3/4;27758047;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;31/03/2017;39,97;VISA                ;4/4;27758048;1,71704E+13
CIELO;CREDITO;AVISTA   ;01/12/2016;02/01/2017;69,88;VISA                ;1/1;27758049;1,71704E+13
CIELO;DEBITO ;AVISTA   ;01/12/2016;02/12/2016;9,96;VISA ELECTRON;1/1;27758057;1,71704E+13
CIELO;CREDITO;AVISTA   ;01/12/2016;02/01/2017;29,92;VISA                ;1/1;27758062;1,71704E+13
CIELO;DEBITO ;AVISTA   ;01/12/2016;02/12/2016;19,92;VISA ELECTRON;1/1;27758076;1,71704E+13
CIELO;DEBITO ;AVISTA   ;01/12/2016;02/12/2016;19,92;VISA ELECTRON;1/1;27758085;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;02/01/2017;49,97;MASTERCARD          ;1/4;27758088;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;30/01/2017;49,97;MASTERCARD          ;2/4;27758089;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;01/03/2017;49,97;MASTERCARD          ;3/4;27758090;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;31/03/2017;49,97;MASTERCARD          ;4/4;27758091;1,71704E+13
CIELO;CREDITO;AVISTA   ;01/12/2016;02/01/2017;19,96;MASTERCARD          ;1/1;27758098;1,71704E+13
